50,50,1
51,50,1
52,50,1
53,50,1
54,50,1
55,50,1
56,50,1
57,50,1
58,50,1
59,50,1
60,50,1
61,50,1
62,50,1
63,50,1
64,50,1
65,50,1
66,50,1
67,50,1
68,50,1
69,50,1
70,50,1
71,50,1
72,50,1
73,50,1
74,50,1
75,50,1
76,50,1
77,50,1
78,50,1
79,50,1
80,50,1
81,50,1
82,50,1
83,50,1
84,50,1
85,50,1
86,50,1
87,50,1
88,50,1
89,50,1
90,50,1
91,50,1
92,50,1
93,50,1
94,50,1
95,50,1
96,50,1
97,50,1
98,50,1
99,50,1
100,50,1
100,50,1
100,51,1
100,52,1
100,53,1
100,54,1
100,55,1
100,56,1
100,57,1
100,58,1
100,59,1
100,60,1
100,61,1
100,62,1
100,63,1
100,64,1
100,65,1
100,66,1
100,67,1
100,68,1
100,69,1
100,70,1
100,71,1
100,72,1
100,73,1
100,74,1
100,75,1
100,76,1
100,77,1
100,78,1
100,79,1
100,80,1
100,81,1
100,82,1
100,83,1
100,84,1
100,85,1
100,86,1
100,87,1
100,88,1
100,89,1
100,90,1
100,91,1
100,92,1
100,93,1
100,94,1
100,95,1
100,96,1
100,97,1
100,98,1
100,99,1
100,100,1
100,100,1
99,100,1
98,100,1
97,100,1
96,100,1
95,100,1
94,100,1
93,100,1
92,100,1
91,100,1
90,100,1
89,100,1
88,100,1
87,100,1
86,100,1
85,100,1
84,100,1
83,100,1
82,100,1
81,100,1
80,100,1
79,100,1
78,100,1
77,100,1
76,100,1
75,100,1
74,100,1
73,100,1
72,100,1
71,100,1
70,100,1
69,100,1
68,100,1
67,100,1
66,100,1
65,100,1
64,100,1
63,100,1
62,100,1
61,100,1
60,100,1
59,100,1
58,100,1
57,100,1
56,100,1
55,100,1
54,100,1
53,100,1
52,100,1
51,100,1
50,100,1
50,100,1
50,99,1
50,98,1
50,97,1
50,96,1
50,95,1
50,94,1
50,93,1
50,92,1
50,91,1
50,90,1
50,89,1
50,88,1
50,87,1
50,86,1
50,85,1
